Suburb,Rooms,Type,Method,SellerG,Distance,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,month
Templestowe Lower,4,h,S,Barry,12.4,4,2,386.0,Manningham City Council,Eastern Metropolitan,5420.0,9
Thomastown,2,u,SP,Walshe,15.3,1,2,477.89685658153235,Whittlesea City Council,Northern Metropolitan,7955.0,9
Thomastown,6,h,S,HAR,15.3,3,3,646.0,Whittlesea City Council,Northern Metropolitan,7955.0,9
Thomastown,2,u,S,Ray,15.3,1,1,477.89685658153235,Whittlesea City Council,Northern Metropolitan,7955.0,9
Thornbury,2,h,S,McGrath,7.0,1,1,648.7162568807339,Darebin City Council,Northern Metropolitan,8870.0,9
Thornbury,4,h,PI,McGrath,7.0,2,3,648.7162568807339,Darebin City Council,Northern Metropolitan,8870.0,9
Thornbury,2,h,S,The,7.0,1,2,648.7162568807339,Darebin City Council,Northern Metropolitan,8870.0,9
Toorak,1,u,SP,Jellis,4.1,1,1,477.89685658153235,Stonnington City Council,Southern Metropolitan,7217.0,9
Toorak,2,u,S,RT,4.1,1,1,477.89685658153235,Stonnington City Council,Southern Metropolitan,7217.0,9
Toorak,1,u,S,Thomson,4.1,1,1,477.89685658153235,Stonnington City Council,Southern Metropolitan,7217.0,9
Tullamarine,2,t,S,Barry,12.9,1,2,286.9240214888718,Brimbank City Council,Western Metropolitan,3296.0,9
Tullamarine,3,t,S,Moonee,12.9,2,1,286.9240214888718,Brimbank City Council,Western Metropolitan,3296.0,9
Vermont,2,u,S,Ray,17.2,1,1,477.89685658153235,Maroondah City Council,Eastern Metropolitan,4181.0,9
Wantirna,3,h,S,Noel,14.7,1,4,648.7162568807339,Knox City Council,Eastern Metropolitan,5424.0,9
Wantirna,4,h,S,Ray,14.7,3,4,534.0,Knox City Council,Eastern Metropolitan,5424.0,9
Wantirna South,6,h,S,Biggin,14.7,3,3,754.0,Knox City Council,Eastern Metropolitan,7082.0,9
Waterways,4,h,SP,Ray,21.5,2,2,620.0,Kingston City Council,South-Eastern Metropolitan,709.0,9
Watsonia,3,u,S,Ray,14.5,1,1,477.89685658153235,Banyule City Council,Northern Metropolitan,2329.0,9
Werribee,3,h,S,Sweeney,14.7,2,1,648.7162568807339,Wyndham City Council,Western Metropolitan,16166.0,9
Werribee,3,h,S,YPA,14.7,1,2,662.0,Wyndham City Council,Western Metropolitan,16166.0,9
Werribee,4,h,S,hockingstuart,14.7,2,2,556.0,Wyndham City Council,Western Metropolitan,16166.0,9
West Footscray,1,u,S,C21,6.4,1,1,477.89685658153235,Maribyrnong City Council,Western Metropolitan,5058.0,9
West Footscray,2,u,VB,Village,6.4,1,1,477.89685658153235,Maribyrnong City Council,Western Metropolitan,5058.0,9
West Melbourne,3,h,S,Jellis,3.1,2,4,648.7162568807339,Melbourne City Council,Northern Metropolitan,2230.0,9
West Melbourne,4,h,S,Jellis,3.1,2,2,648.7162568807339,Melbourne City Council,Northern Metropolitan,2230.0,9
Westmeadows,3,h,S,Barry,16.5,1,3,681.0,Hume City Council,Northern Metropolitan,2474.0,9
Williamstown,3,h,SP,Raine,6.8,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,6380.0,9
Williamstown,3,h,S,Raine,6.8,1,1,508.0,Hobsons Bay City Council,Western Metropolitan,6380.0,9
Windsor,3,h,PI,hockingstuart,4.6,2,2,648.7162568807339,Port Phillip City Council,Southern Metropolitan,4380.0,9
Windsor,2,u,S,McGrath,4.6,1,1,652.0,Port Phillip City Council,Southern Metropolitan,4380.0,9
Wollert,4,h,S,hockingstuart,25.5,2,2,648.7162568807339,Whittlesea City Council,Northern Metropolitan,2940.0,9
Wollert,3,t,S,Ray,25.5,2,2,167.0,Whittlesea City Council,Northern Metropolitan,2940.0,9
Wollert,4,h,PI,hockingstuart,25.5,2,2,400.0,Whittlesea City Council,Northern Metropolitan,2940.0,9
Yarraville,3,h,SP,RT,6.3,2,2,492.0,Maribyrnong City Council,Western Metropolitan,6543.0,9
Yarraville,4,h,VB,Village,6.3,2,2,277.0,Maribyrnong City Council,Western Metropolitan,6543.0,9
Yarraville,3,t,PI,Jas,6.3,1,2,286.9240214888718,Maribyrnong City Council,Western Metropolitan,6543.0,9
Yarraville,3,h,VB,hockingstuart,6.3,1,0,221.0,Maribyrnong City Council,Western Metropolitan,6543.0,9
Abbotsford,3,h,S,Jellis,3.0,2,1,648.7162568807339,Yarra City Council,Northern Metropolitan,4019.0,9
Aberfeldie,3,h,VB,Nelson,7.5,1,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,1543.0,9
Aberfeldie,4,h,PI,Nelson,7.5,3,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,1543.0,9
Aberfeldie,4,h,SP,Barry,7.5,2,1,484.0,Moonee Valley City Council,Western Metropolitan,1543.0,9
Airport West,3,u,S,Barry,10.4,1,1,477.89685658153235,Moonee Valley City Council,Western Metropolitan,3464.0,9
Albert Park,3,h,S,hockingstuart,3.0,2,2,152.0,Port Phillip City Council,Southern Metropolitan,3280.0,9
Altona,3,h,S,RT,11.0,1,3,710.0,Hobsons Bay City Council,Western Metropolitan,5301.0,9
Altona Meadows,4,h,S,hockingstuart,15.5,2,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,7630.0,9
Altona North,3,h,S,Greg,9.4,1,2,667.0,Hobsons Bay City Council,Western Metropolitan,5132.0,9
Altona North,3,h,S,Village,9.4,1,1,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,9
Altona North,3,h,S,Greg,9.4,1,2,549.0,Hobsons Bay City Council,Western Metropolitan,5132.0,9
Ardeer,3,t,S,Bells,12.8,1,2,286.9240214888718,Brimbank City Council,Western Metropolitan,1281.0,9
Armadale,2,h,S,Jellis,6.3,2,2,648.7162568807339,Stonnington City Council,Southern Metropolitan,4836.0,9
Armadale,4,h,VB,Marshall,6.3,2,2,648.7162568807339,Stonnington City Council,Southern Metropolitan,4836.0,9
Armadale,3,t,SP,Marshall,6.3,3,1,1889.0,Stonnington City Council,Southern Metropolitan,4836.0,9
Armadale,3,h,VB,Marshall,6.3,1,1,648.7162568807339,Stonnington City Council,Southern Metropolitan,4836.0,9
Armadale,3,h,VB,hockingstuart,6.3,1,2,245.0,Stonnington City Council,Southern Metropolitan,4836.0,9
Armadale,2,h,S,The,6.3,2,1,648.7162568807339,Stonnington City Council,Southern Metropolitan,4836.0,9
Ascot Vale,2,u,VB,Nelson,4.3,2,1,477.89685658153235,Moonee Valley City Council,Western Metropolitan,6567.0,9
Ascot Vale,3,h,S,Nelson,4.3,1,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,9
Ascot Vale,3,h,VB,Jellis,4.3,2,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,9
Ascot Vale,3,t,S,McDonald,4.3,1,2,286.9240214888718,Moonee Valley City Council,Western Metropolitan,6567.0,9
Ashburton,3,t,SP,Tim,10.2,2,2,286.9240214888718,Boroondara City Council,Southern Metropolitan,3052.0,9
Ashburton,3,h,S,Jellis,10.2,1,4,649.0,Boroondara City Council,Southern Metropolitan,3052.0,9
Aspendale,3,h,PI,Ray,21.5,2,2,673.0,Kingston City Council,South-Eastern Metropolitan,2824.0,9
Aspendale Gardens,3,h,S,Buxton,21.5,2,2,587.0,Kingston City Council,South-Eastern Metropolitan,2243.0,9
Avondale Heights,2,u,S,Brad,9.5,1,1,1150.0,Moonee Valley City Council,Western Metropolitan,4502.0,9
Balaclava,4,h,S,McGrath,6.4,2,2,648.7162568807339,Port Phillip City Council,Southern Metropolitan,2952.0,9
Balaclava,3,u,S,Gary,6.4,1,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,2952.0,9
Balaclava,1,u,SP,Gary,6.4,1,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,2952.0,9
Balaclava,2,u,S,hockingstuart,6.4,1,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,2952.0,9
Balwyn,3,t,VB,Jellis,7.9,2,2,286.9240214888718,Boroondara City Council,Southern Metropolitan,5682.0,9
Balwyn,4,h,S,Jellis,7.9,3,6,648.7162568807339,Boroondara City Council,Southern Metropolitan,5682.0,9
Balwyn,6,h,SP,Marshall,7.9,3,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,5682.0,9
Balwyn,3,h,VB,Marshall,7.9,1,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,5682.0,9
Balwyn,3,h,S,Jellis,7.9,2,2,679.0,Boroondara City Council,Southern Metropolitan,5682.0,9
Balwyn North,3,h,S,Fletchers,9.7,2,2,625.0,Boroondara City Council,Southern Metropolitan,7809.0,9
Balwyn North,2,u,S,Nelson,9.7,1,1,132.0,Boroondara City Council,Southern Metropolitan,7809.0,9
Beaumaris,5,h,S,Buxton,17.3,4,4,1254.0,Bayside City Council,Southern Metropolitan,5366.0,9
Beaumaris,3,t,PI,Buxton,17.3,3,2,725.0,Bayside City Council,Southern Metropolitan,5366.0,9
Bentleigh,4,h,S,Jellis,11.4,3,2,557.0,Glen Eira City Council,Southern Metropolitan,6795.0,9
Bentleigh,4,h,PI,Buxton,11.4,2,2,689.0,Glen Eira City Council,Southern Metropolitan,6795.0,9
Bentleigh,4,t,S,Buxton,11.4,2,2,286.9240214888718,Glen Eira City Council,Southern Metropolitan,6795.0,9
Bentleigh,4,t,S,Buxton,11.4,2,2,286.9240214888718,Glen Eira City Council,Southern Metropolitan,6795.0,9
Bentleigh,2,u,SP,Buxton,11.4,1,1,477.89685658153235,Glen Eira City Council,Southern Metropolitan,6795.0,9
Bentleigh East,3,h,VB,Buxton,13.8,1,1,648.7162568807339,Glen Eira City Council,Southern Metropolitan,10969.0,9
Bentleigh East,4,h,S,Woodards,13.8,2,4,648.7162568807339,Glen Eira City Council,Southern Metropolitan,10969.0,9
Bentleigh East,3,t,S,Jellis,13.8,1,2,286.9240214888718,Glen Eira City Council,Southern Metropolitan,10969.0,9
Bentleigh East,2,h,S,buyMyplace,13.8,1,1,648.7162568807339,Glen Eira City Council,Southern Metropolitan,10969.0,9
Bentleigh East,4,h,VB,Buxton,13.8,2,2,648.7162568807339,Glen Eira City Council,Southern Metropolitan,10969.0,9
Bentleigh East,4,h,S,Buxton,13.8,2,2,648.0,Glen Eira City Council,Southern Metropolitan,10969.0,9
Bentleigh East,4,t,VB,Buxton,13.8,2,2,286.9240214888718,Glen Eira City Council,Southern Metropolitan,10969.0,9
Bentleigh East,3,h,VB,Jellis,13.8,1,3,585.0,Glen Eira City Council,Southern Metropolitan,10969.0,9
Black Rock,2,u,S,Ray,17.3,1,2,477.89685658153235,Bayside City Council,Southern Metropolitan,2866.0,9
Blackburn,3,h,S,Noel,13.4,2,2,648.7162568807339,Whitehorse City Council,Eastern Metropolitan,5713.0,9
Blackburn,4,h,S,Fletchers,13.4,2,2,648.7162568807339,Whitehorse City Council,Eastern Metropolitan,5713.0,9
Blackburn,5,h,VB,Jellis,13.4,3,2,1003.0,Whitehorse City Council,Eastern Metropolitan,5713.0,9
Blackburn,4,h,VB,Noel,13.4,2,2,628.0,Whitehorse City Council,Eastern Metropolitan,5713.0,9
Blackburn,4,h,SP,Ray,13.4,2,2,648.7162568807339,Whitehorse City Council,Eastern Metropolitan,5713.0,9
Blackburn,3,h,VB,Noel,13.4,1,2,700.0,Whitehorse City Council,Eastern Metropolitan,5713.0,9
Blackburn South,3,t,S,Jellis,13.4,2,2,286.9240214888718,Whitehorse City Council,Eastern Metropolitan,4387.0,9
Blackburn South,4,h,S,Ray,13.4,3,2,592.0,Whitehorse City Council,Eastern Metropolitan,4387.0,9
Bonbeach,4,t,S,hockingstuart,27.0,3,2,353.0,Kingston City Council,South-Eastern Metropolitan,2887.0,9
Boronia,3,h,S,Fletchers,25.0,1,1,439.0,Knox City Council,Eastern Metropolitan,9704.0,9
Boronia,3,h,S,iTRAK,25.0,2,2,648.7162568807339,Knox City Council,Eastern Metropolitan,9704.0,9
Box Hill,3,h,PI,Lindellas,10.9,1,2,667.0,Whitehorse City Council,Eastern Metropolitan,4605.0,9
Braybrook,3,h,S,Douglas,8.6,1,1,648.7162568807339,Maribyrnong City Council,Western Metropolitan,3589.0,9
Braybrook,3,h,S,Douglas,8.6,1,2,620.0,Maribyrnong City Council,Western Metropolitan,3589.0,9
Brighton,3,h,S,Marshall,10.5,1,3,287.0,Bayside City Council,Southern Metropolitan,10579.0,9
Brighton,2,u,S,Buxton,10.5,1,1,477.89685658153235,Bayside City Council,Southern Metropolitan,10579.0,9
Brighton,3,t,S,Hodges,10.5,1,2,286.9240214888718,Bayside City Council,Southern Metropolitan,10579.0,9
Brighton,3,t,VB,Jellis,10.5,2,2,286.9240214888718,Bayside City Council,Southern Metropolitan,10579.0,9
Brighton,3,t,S,Nick,10.5,1,2,286.9240214888718,Bayside City Council,Southern Metropolitan,10579.0,9
Brighton,3,t,PI,Buxton,10.5,2,2,709.0,Bayside City Council,Southern Metropolitan,10579.0,9
Brighton,4,h,S,Jellis,10.5,3,4,569.0,Bayside City Council,Southern Metropolitan,10579.0,9
Brighton,3,u,SP,Buxton,10.5,1,1,477.89685658153235,Bayside City Council,Southern Metropolitan,10579.0,9
Brighton,3,u,S,Buxton,10.5,2,1,477.89685658153235,Bayside City Council,Southern Metropolitan,10579.0,9
Brunswick,2,h,SP,Nelson,5.2,1,1,132.0,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,1,u,SP,Nelson,5.2,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,2,t,S,Stockdale,5.2,1,1,82.0,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,3,t,SP,Woodards,5.2,1,1,286.9240214888718,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,1,u,S,Nelson,5.2,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,2,u,SP,Nelson,5.2,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,4,h,PI,Jellis,5.2,2,2,317.0,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,2,u,SP,Woodards,5.2,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,1,u,VB,Nelson,5.2,1,0,1250.0,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,3,h,S,Jellis,5.2,1,2,648.7162568807339,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,2,u,S,Nelson,5.2,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick,2,u,S,Nelson,5.2,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,11918.0,9
Brunswick East,2,t,S,Jellis,4.0,1,2,286.9240214888718,Moreland City Council,Northern Metropolitan,5533.0,9
Brunswick East,2,h,S,Nelson,4.0,1,3,439.0,Moreland City Council,Northern Metropolitan,5533.0,9
Brunswick East,2,h,S,Nelson,4.0,2,1,224.0,Moreland City Council,Northern Metropolitan,5533.0,9
Brunswick West,2,u,PI,Ray,5.2,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,7082.0,9
Brunswick West,2,h,VB,Jellis,5.2,1,1,648.7162568807339,Moreland City Council,Northern Metropolitan,7082.0,9
Bulleen,4,h,S,Jellis,10.8,2,1,648.7162568807339,Manningham City Council,Eastern Metropolitan,4480.0,9
Bulleen,4,h,VB,Jellis,10.8,1,2,753.0,Manningham City Council,Eastern Metropolitan,4480.0,9
Bundoora,5,h,S,Barry,12.1,3,2,659.0,Banyule City Council,Northern Metropolitan,10175.0,9
Bundoora,4,h,S,Ray,12.1,2,2,538.0,Banyule City Council,Northern Metropolitan,10175.0,9
Burwood,5,h,S,Lindellas,10.4,2,3,791.0,Monash City Council,Southern Metropolitan,5678.0,9
Burwood,4,h,S,Buxton,10.4,1,1,762.0,Monash City Council,Southern Metropolitan,5678.0,9
Burwood,3,t,S,Buxton,10.4,2,2,286.9240214888718,Monash City Council,Southern Metropolitan,5678.0,9
Burwood East,3,h,S,Barry,14.7,1,1,590.0,Whitehorse City Council,Eastern Metropolitan,4048.0,9
Camberwell,2,u,PI,hockingstuart,7.7,2,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,8920.0,9
Camberwell,6,h,SP,Noel,7.7,3,2,794.0,Boroondara City Council,Southern Metropolitan,8920.0,9
Camberwell,3,t,PI,Jellis,7.7,2,2,286.9240214888718,Boroondara City Council,Southern Metropolitan,8920.0,9
Camberwell,5,h,VB,Marshall,7.7,4,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,8920.0,9
Camberwell,3,h,S,Marshall,7.7,2,2,593.0,Boroondara City Council,Southern Metropolitan,8920.0,9
Camberwell,5,h,VB,Jellis,7.7,3,2,570.0,Boroondara City Council,Southern Metropolitan,8920.0,9
Canterbury,4,h,S,Marshall,8.4,3,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,3265.0,9
Carlton,2,u,S,Nelson,1.6,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,6786.0,9
Carnegie,2,t,S,Ray,10.1,1,2,286.9240214888718,Glen Eira City Council,Southern Metropolitan,7822.0,9
Carnegie,2,h,S,Jellis,10.1,1,1,551.0,Glen Eira City Council,Southern Metropolitan,7822.0,9
Carnegie,3,h,S,Ray,10.1,2,2,560.0,Glen Eira City Council,Southern Metropolitan,7822.0,9
Carnegie,2,t,S,Woodards,10.1,2,1,117.0,Glen Eira City Council,Southern Metropolitan,7822.0,9
Carnegie,3,h,S,Woodards,10.1,2,2,603.0,Glen Eira City Council,Southern Metropolitan,7822.0,9
Carnegie,3,h,S,Ray,10.1,2,2,338.0,Glen Eira City Council,Southern Metropolitan,7822.0,9
Carnegie,4,t,PI,Ray,10.1,2,2,286.9240214888718,Glen Eira City Council,Southern Metropolitan,7822.0,9
Carnegie,2,u,S,Buxton,10.1,1,1,477.89685658153235,Glen Eira City Council,Southern Metropolitan,7822.0,9
Carnegie,2,u,S,Woodards,10.1,1,1,477.89685658153235,Glen Eira City Council,Southern Metropolitan,7822.0,9
Carrum Downs,4,h,S,Harcourts,34.9,2,2,549.0,Frankston City Council,South-Eastern Metropolitan,8060.0,9
Carrum Downs,3,u,SP,O'Brien,34.9,2,2,477.89685658153235,Frankston City Council,South-Eastern Metropolitan,8060.0,9
Carrum Downs,3,h,S,Harcourts,34.9,2,2,673.0,Frankston City Council,South-Eastern Metropolitan,8060.0,9
Caulfield East,2,h,S,Thomson,8.4,1,2,648.7162568807339,Glen Eira City Council,Southern Metropolitan,608.0,9
Caulfield North,2,u,SP,Gary,7.8,1,1,477.89685658153235,Glen Eira City Council,Southern Metropolitan,6923.0,9
Caulfield North,4,h,PI,Marshall,7.8,3,2,648.7162568807339,Glen Eira City Council,Southern Metropolitan,6923.0,9
Caulfield South,3,t,S,Gary,8.7,2,2,286.9240214888718,Glen Eira City Council,Southern Metropolitan,5051.0,9
Chadstone,4,t,S,Jellis,11.7,2,2,286.9240214888718,Monash City Council,Southern Metropolitan,3582.0,9
Chelsea,3,h,S,Ray,27.0,1,3,534.0,Kingston City Council,South-Eastern Metropolitan,3906.0,9
Chelsea,4,h,S,Ray,27.0,2,0,648.7162568807339,Kingston City Council,South-Eastern Metropolitan,3906.0,9
Cheltenham,4,h,VB,O'Brien,17.9,2,2,530.0,Bayside City Council,Southern Metropolitan,9758.0,9
Cheltenham,4,h,S,Nick,17.9,2,2,594.0,Bayside City Council,Southern Metropolitan,9758.0,9
Cheltenham,3,h,S,Ray,17.9,2,3,638.0,Bayside City Council,Southern Metropolitan,9758.0,9
Cheltenham,3,h,S,O'Brien,17.9,1,2,541.0,Bayside City Council,Southern Metropolitan,9758.0,9
Cheltenham,4,h,S,hockingstuart,17.9,2,3,648.7162568807339,Bayside City Council,Southern Metropolitan,9758.0,9
Cheltenham,4,h,SP,Buxton,17.9,2,2,582.0,Bayside City Council,Southern Metropolitan,9758.0,9
Cheltenham,2,u,SP,Ray,17.9,1,2,477.89685658153235,Bayside City Council,Southern Metropolitan,9758.0,9
Clarinda,4,t,S,C21,17.5,2,3,286.9240214888718,Kingston City Council,South-Eastern Metropolitan,2727.0,9
Clayton,3,h,S,Darras,16.7,1,2,1040.0,Monash City Council,South-Eastern Metropolitan,5837.0,9
Clayton,3,u,S,Buxton,16.7,1,2,340.0,Monash City Council,South-Eastern Metropolitan,5837.0,9
Clayton South,3,h,S,C21,17.5,1,4,591.0,Kingston City Council,South-Eastern Metropolitan,4734.0,9
Clayton South,3,u,SP,Harcourts,17.5,1,1,477.89685658153235,Kingston City Council,South-Eastern Metropolitan,4734.0,9
Clifton Hill,4,h,PI,Nelson,3.6,3,1,193.0,Yarra City Council,Northern Metropolitan,2954.0,9
Clifton Hill,2,h,S,Nelson,3.6,1,1,189.0,Yarra City Council,Northern Metropolitan,2954.0,9
Coburg,2,h,SP,Nelson,6.7,1,2,648.7162568807339,Darebin City Council,Northern Metropolitan,11204.0,9
Coburg,4,h,VB,Nelson,6.7,2,2,648.7162568807339,Darebin City Council,Northern Metropolitan,11204.0,9
Coburg,4,h,SP,Nelson,6.7,2,2,301.0,Darebin City Council,Northern Metropolitan,11204.0,9
Coburg,2,t,S,Jellis,6.7,1,1,286.9240214888718,Darebin City Council,Northern Metropolitan,11204.0,9
Coburg,3,t,S,Brad,6.7,1,1,771.0,Darebin City Council,Northern Metropolitan,11204.0,9
Coburg,3,h,S,Brad,6.7,1,2,648.7162568807339,Darebin City Council,Northern Metropolitan,11204.0,9
Coburg,2,t,VB,hockingstuart,6.7,1,1,286.9240214888718,Darebin City Council,Northern Metropolitan,11204.0,9
Coburg North,3,h,VB,Nelson,6.7,1,3,648.7162568807339,Darebin City Council,Northern Metropolitan,3445.0,9
Coburg North,3,h,S,Peter,6.7,1,3,533.0,Darebin City Council,Northern Metropolitan,3445.0,9
Coburg North,3,h,S,hockingstuart,6.7,1,2,648.7162568807339,Darebin City Council,Northern Metropolitan,3445.0,9
Coburg North,4,h,S,Raine,6.7,2,4,648.7162568807339,Darebin City Council,Northern Metropolitan,3445.0,9
Collingwood,3,h,S,Peter,2.0,1,2,648.7162568807339,Yarra City Council,Northern Metropolitan,4553.0,9
Collingwood,3,h,S,Jellis,2.0,1,1,112.0,Yarra City Council,Northern Metropolitan,4553.0,9
Collingwood,2,t,S,Chambers,2.0,1,1,109.0,Yarra City Council,Northern Metropolitan,4553.0,9
Craigieburn,2,t,S,hockingstuart,20.6,1,2,286.9240214888718,Hume City Council,Northern Metropolitan,15510.0,9
Craigieburn,3,h,S,hockingstuart,20.6,2,2,255.0,Hume City Council,Northern Metropolitan,15510.0,9
Croydon,3,h,VB,McGrath,23.0,2,1,648.7162568807339,Maroondah City Council,Eastern Metropolitan,11925.0,9
Croydon,3,h,VB,Carter,23.0,2,2,648.7162568807339,Maroondah City Council,Eastern Metropolitan,11925.0,9
Croydon,3,h,S,RW,23.0,1,2,857.0,Maroondah City Council,Eastern Metropolitan,11925.0,9
Dandenong,2,u,S,Hall,24.7,1,1,477.89685658153235,Greater Dandenong City Council,South-Eastern Metropolitan,10894.0,9
Dandenong North,3,h,S,O'Brien,24.7,1,5,556.0,Greater Dandenong City Council,South-Eastern Metropolitan,8322.0,9
Dandenong North,4,h,SP,Stockdale,24.7,2,4,648.7162568807339,Greater Dandenong City Council,South-Eastern Metropolitan,8322.0,9
Deer Park,3,h,PI,Bells,14.8,1,1,648.7162568807339,Brimbank City Council,Western Metropolitan,6388.0,9
Deer Park,3,h,SA,HAR,14.8,1,6,534.0,Brimbank City Council,Western Metropolitan,6388.0,9
Deer Park,3,h,S,HAR,14.8,1,2,648.7162568807339,Brimbank City Council,Western Metropolitan,6388.0,9
Deer Park,3,h,S,Stockdale,14.8,1,2,648.7162568807339,Brimbank City Council,Western Metropolitan,6388.0,9
Delahey,3,h,S,YPA,18.0,1,1,648.7162568807339,Brimbank City Council,Western Metropolitan,2898.0,9
Dingley Village,4,h,S,Buxton,22.2,2,2,566.0,Kingston City Council,South-Eastern Metropolitan,3940.0,9
Doncaster,3,t,S,McGrath,12.4,2,1,170.0,Manningham City Council,Eastern Metropolitan,9028.0,9
Doncaster East,3,u,S,Jellis,14.3,2,1,477.89685658153235,Manningham City Council,Eastern Metropolitan,10999.0,9
