Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount
Coburg,3,h,940500.0,S,Nelson,13/05/2017,7.8,3058.0,1.0,3.0,480.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,t,824000.0,S,Barry,13/05/2017,7.8,3058.0,1.0,2.0,120.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,h,941000.0,S,Nelson,13/05/2017,7.8,3058.0,1.0,2.0,413.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,h,,SP,Biggin,13/05/2017,7.8,3058.0,1.0,1.0,154.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,h,775000.0,S,Barry,13/05/2017,7.8,3058.0,1.0,1.0,314.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,985000.0,PI,Jellis,13/05/2017,7.8,3058.0,1.0,2.0,391.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,1020000.0,SP,Nelson,20/05/2017,7.8,3058.0,2.0,0.0,341.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,,SN,Barry,20/05/2017,7.8,3058.0,1.0,2.0,398.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,940000.0,SP,Ray,20/05/2017,7.8,3058.0,,,,Darebin City Council,Northern Metropolitan,11204.0
Coburg,4,h,1500000.0,VB,Nelson,20/05/2017,7.8,3058.0,2.0,1.0,453.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,u,590000.0,S,Nelson,20/05/2017,7.8,3058.0,1.0,1.0,79.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,4,h,1005000.0,S,Nelson,20/05/2017,7.8,3058.0,2.0,1.0,172.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,h,,SN,Barry,20/05/2017,7.8,3058.0,1.0,1.0,319.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,4,h,901000.0,SP,Ray,22/04/2017,7.8,3058.0,2.0,1.0,398.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,990000.0,S,Barry,29/04/2017,7.8,3058.0,1.0,3.0,414.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,6,h,1455000.0,S,Brad,29/04/2017,7.8,3058.0,3.0,4.0,768.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,1250000.0,S,Nelson,29/04/2017,7.8,3058.0,2.0,2.0,500.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,710000.0,S,Barry,29/04/2017,7.8,3058.0,1.0,1.0,160.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,5,h,1790000.0,S,Jellis,29/04/2017,7.8,3058.0,3.0,2.0,635.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,2,u,650000.0,S,Barry,29/04/2017,7.8,3058.0,1.0,1.0,136.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,h,1410000.0,S,Nelson,29/04/2017,7.8,3058.0,,,,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,t,720000.0,PI,C21,29/04/2017,7.8,3058.0,2.0,2.0,531.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg,3,t,720000.0,PI,Century,29/04/2017,7.8,3058.0,2.0,2.0,531.0,Darebin City Council,Northern Metropolitan,11204.0
Coburg North,2,h,640000.0,S,Ray,6/05/2017,9.2,3058.0,,,,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,6,h,,S,Rendina,8/04/2017,9.2,3058.0,4.0,2.0,478.0,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,4,h,1240000.0,S,Jellis,8/04/2017,9.2,3058.0,2.0,2.0,456.0,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,2,u,,S,Noel,8/04/2017,9.2,3058.0,,,,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,3,h,875000.0,S,hockingstuart,8/04/2017,9.2,3058.0,1.0,1.0,592.0,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,3,h,887000.0,S,Peter,8/04/2017,9.2,3058.0,1.0,2.0,560.0,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,4,h,770000.0,S,Brad,13/05/2017,9.2,3058.0,1.0,1.0,545.0,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,4,h,1070000.0,S,Brad,20/05/2017,9.2,3058.0,,,,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,2,u,330000.0,VB,Rosin,22/04/2017,9.2,3058.0,1.0,1.0,0.0,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,3,t,801000.0,S,Barry,22/04/2017,9.2,3058.0,,,,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,4,h,,SN,Barry,29/04/2017,9.2,3058.0,2.0,2.0,510.0,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,3,h,761000.0,S,Ray,29/04/2017,9.2,3058.0,,,,Darebin City Council,Northern Metropolitan,3445.0
Coburg North,4,h,968000.0,S,Ray,29/04/2017,9.2,3058.0,,,,Darebin City Council,Northern Metropolitan,3445.0
Collingwood,2,u,535000.0,S,Nelson,6/05/2017,1.6,3066.0,1.0,1.0,0.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,3,t,1308000.0,S,Jellis,8/04/2017,1.6,3066.0,1.0,2.0,125.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,2,u,,PI,Nelson,8/04/2017,1.6,3066.0,2.0,1.0,0.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,3,h,,SP,hockingstuart,8/04/2017,1.6,3066.0,2.0,1.0,108.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,2,t,945000.0,S,Jellis,8/04/2017,1.6,3066.0,1.0,1.0,15900.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,1,u,550000.0,VB,hockingstuart,8/04/2017,1.6,3066.0,1.0,0.0,0.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,3,h,1309000.0,S,Nelson,13/05/2017,1.6,3066.0,1.0,0.0,168.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,3,h,1300000.0,S,Peter,20/05/2017,1.6,3066.0,1.0,1.0,209.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,2,h,888000.0,S,Ray,20/05/2017,1.6,3066.0,1.0,0.0,112.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,3,u,,S,Nelson,20/05/2017,1.6,3066.0,2.0,0.0,0.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,2,t,1075000.0,S,Jellis,22/04/2017,1.6,3066.0,,,,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,3,u,1000000.0,SP,Caine,22/04/2017,1.6,3066.0,2.0,2.0,0.0,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,2,u,500000.0,VB,Nelson,22/04/2017,1.6,3066.0,,,,Yarra City Council,Northern Metropolitan,4553.0
Collingwood,3,h,,S,Kay,29/04/2017,1.6,3066.0,2.0,0.0,146.0,Yarra City Council,Northern Metropolitan,4553.0
Cremorne,3,h,1350000.0,S,Biggin,6/05/2017,2.5,3121.0,1.0,1.0,117.0,Yarra City Council,Northern Metropolitan,1123.0
Cremorne,2,h,855000.0,S,Biggin,8/04/2017,2.5,3121.0,1.0,0.0,117.0,Yarra City Council,Northern Metropolitan,1123.0
Docklands,2,u,,PI,Barry,6/05/2017,1.9,3008.0,,,,Melbourne City Council,Southern Metropolitan,4707.0
Docklands,1,u,,PN,Lucas,8/04/2017,1.9,3008.0,1.0,0.0,0.0,Melbourne City Council,Southern Metropolitan,4707.0
Docklands,2,u,,SN,Barry,22/04/2017,1.9,3008.0,,,,Melbourne City Council,Southern Metropolitan,4707.0
Doncaster,3,t,,SP,Jellis,6/05/2017,13.9,3108.0,2.0,2.0,318.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,3,h,840000.0,PI,Barry,6/05/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,2,t,,SP,RW,6/05/2017,13.9,3108.0,1.0,1.0,85.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,2,u,752000.0,S,Philip,6/05/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,h,1480000.0,S,Philip,8/04/2017,13.9,3108.0,2.0,2.0,656.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,h,1300000.0,PI,Ray,8/04/2017,13.9,3108.0,2.0,2.0,872.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,h,1400000.0,PI,Barry,8/04/2017,13.9,3108.0,2.0,2.0,664.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,3,h,1542000.0,S,Barry,8/04/2017,13.9,3108.0,2.0,2.0,980.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,t,,S,Fletchers,8/04/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,3,h,,SN,Kelly,8/04/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,h,1740000.0,S,Jellis,8/04/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,3,h,1380000.0,S,Fletchers,13/05/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,3,u,950000.0,S,Fletchers,13/05/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,5,h,1360000.0,S,Fletchers,13/05/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,h,1100000.0,PI,Barry,13/05/2017,13.9,3108.0,3.0,2.0,661.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,3,h,1489000.0,S,Barry,20/05/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,h,,S,Jellis,20/05/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,2,u,782000.0,S,Ray,22/04/2017,13.9,3108.0,1.0,1.0,261.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,3,h,,SP,RW,22/04/2017,13.9,3108.0,2.0,2.0,656.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,t,1090000.0,S,Barry,22/04/2017,13.9,3108.0,3.0,2.0,242.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,3,h,1700000.0,S,Barry,29/04/2017,13.9,3108.0,2.0,2.0,820.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,3,h,1355000.0,S,Barry,29/04/2017,13.9,3108.0,1.0,1.0,814.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,h,1880000.0,S,Barry,29/04/2017,13.9,3108.0,2.0,2.0,814.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,h,1545000.0,S,Ray,29/04/2017,13.9,3108.0,3.0,2.0,647.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,4,h,1955000.0,S,Jellis,29/04/2017,13.9,3108.0,2.0,2.0,1033.0,Manningham City Council,Eastern Metropolitan,9028.0
Doncaster,2,u,655000.0,S,Jellis,29/04/2017,13.9,3108.0,,,,Manningham City Council,Eastern Metropolitan,9028.0
Essendon,2,u,440000.0,S,Barry,6/05/2017,8.0,3040.0,1.0,1.0,921.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,1700000.0,S,Weda,6/05/2017,8.0,3040.0,2.0,1.0,763.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,1070000.0,VB,Nelson,6/05/2017,8.0,3040.0,1.0,2.0,363.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,u,1000000.0,VB,Nelson,6/05/2017,8.0,3040.0,,,,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,4,h,,S,Barry,6/05/2017,8.0,3040.0,2.0,2.0,631.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,2,h,745000.0,S,Barry,6/05/2017,8.0,3040.0,1.0,1.0,342.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,4,h,1400000.0,VB,Nelson,8/04/2017,8.0,3040.0,2.0,1.0,267.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,1000000.0,S,Nelson,8/04/2017,8.0,3040.0,,,,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,1400000.0,S,Nelson,8/04/2017,8.0,3040.0,2.0,2.0,359.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,5,h,2020000.0,S,Brad,8/04/2017,8.0,3040.0,3.0,3.0,900.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,2,u,,W,Trimson,8/04/2017,8.0,3040.0,2.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,1,u,325000.0,S,Dingle,8/04/2017,8.0,3040.0,1.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,1400000.0,SP,McDonald,13/05/2017,8.0,3040.0,1.0,1.0,578.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,2,u,700000.0,VB,Barry,13/05/2017,8.0,3040.0,1.0,1.0,251.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,4,h,1510000.0,S,Nelson,20/05/2017,8.0,3040.0,,,,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,5,h,1652000.0,S,Brad,20/05/2017,8.0,3040.0,2.0,1.0,697.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,1131000.0,S,Frank,20/05/2017,8.0,3040.0,1.0,1.0,387.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,5,h,1607500.0,S,Barry,20/05/2017,8.0,3040.0,3.0,1.0,695.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,2,u,450000.0,VB,Brad,20/05/2017,8.0,3040.0,1.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,1,u,310000.0,SP,Brad,20/05/2017,8.0,3040.0,1.0,1.0,845.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,1400000.0,S,Considine,20/05/2017,8.0,3040.0,1.0,1.0,476.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,4,h,1720000.0,S,Frank,20/05/2017,8.0,3040.0,2.0,2.0,639.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,983000.0,S,Rendina,20/05/2017,8.0,3040.0,3.0,2.0,309.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,1,u,330000.0,VB,Nelson,20/05/2017,8.0,3040.0,1.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,4,t,1162500.0,S,Nelson,20/05/2017,8.0,3040.0,2.0,1.0,230.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,1926000.0,S,Nelson,20/05/2017,8.0,3040.0,,,,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,2,u,707000.0,S,Nelson,22/04/2017,8.0,3040.0,1.0,1.0,179.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,u,700000.0,S,Nelson,22/04/2017,8.0,3040.0,1.0,1.0,227.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,8,h,,SN,Frank,22/04/2017,8.0,3040.0,,,,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,8,h,,SN,Frank,22/04/2017,8.0,3040.0,3.0,3.0,1160.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,2,u,510000.0,PI,Hodges,22/04/2017,8.0,3040.0,2.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,2,u,610000.0,PI,Jellis,22/04/2017,8.0,3040.0,1.0,1.0,0.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,960000.0,PI,Barry,22/04/2017,8.0,3040.0,2.0,1.0,411.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,1,h,350000.0,VB,Jellis,22/04/2017,8.0,3040.0,1.0,1.0,46.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,3,h,,S,Nelson,29/04/2017,8.0,3040.0,1.0,2.0,532.0,Moonee Valley City Council,Western Metropolitan,9264.0
Essendon,1,u,426500.0,S,Brad,29/04/2017,8.0,3040.0,1.0,1.0,62.0,Moonee Valley City Council,Western Metropolitan,9264.0
Fairfield,2,u,676000.0,S,Jellis,6/05/2017,5.8,3078.0,1.0,1.0,0.0,Darebin City Council,Northern Metropolitan,2970.0
Fairfield,3,h,,S,Jellis,8/04/2017,5.8,3078.0,2.0,2.0,300.0,Darebin City Council,Northern Metropolitan,2970.0
Fairfield,2,h,,SP,Jellis,13/05/2017,5.8,3078.0,1.0,1.0,405.0,Darebin City Council,Northern Metropolitan,2970.0
Fairfield,3,h,1500000.0,PI,Woodards,13/05/2017,5.8,3078.0,1.0,2.0,574.0,Darebin City Council,Northern Metropolitan,2970.0
Fairfield,4,h,2035000.0,S,Jellis,20/05/2017,5.8,3078.0,,,,Darebin City Council,Northern Metropolitan,2970.0
Fawkner,3,h,700000.0,SP,Ray,6/05/2017,12.4,3060.0,1.0,2.0,650.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,660000.0,S,Brad,8/04/2017,12.4,3060.0,1.0,2.0,585.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,741000.0,S,Peter,8/04/2017,12.4,3060.0,1.0,3.0,578.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,640000.0,SP,Ray,8/04/2017,12.4,3060.0,,,,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,688000.0,S,Ray,8/04/2017,12.4,3060.0,,,,Hume City Council,Northern Metropolitan,5070.0
Fawkner,2,h,949500.0,S,Brad,13/05/2017,12.4,3060.0,1.0,1.0,689.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,u,532000.0,S,Ray,13/05/2017,12.4,3060.0,2.0,1.0,207.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,698000.0,S,Ray,13/05/2017,12.4,3060.0,1.0,1.0,602.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,687000.0,S,Brad,20/05/2017,12.4,3060.0,2.0,1.0,577.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,670000.0,S,Brad,20/05/2017,12.4,3060.0,1.0,2.0,585.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,1000000.0,PI,Ray,20/05/2017,12.4,3060.0,1.0,2.0,1069.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,599000.0,S,Melbourne,22/04/2017,12.4,3060.0,,,,Hume City Council,Northern Metropolitan,5070.0
Fawkner,2,u,445000.0,S,Nelson,29/04/2017,12.4,3060.0,1.0,1.0,196.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,730000.0,S,hockingstuart,29/04/2017,12.4,3060.0,1.0,2.0,638.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,t,600000.0,S,Hodges,29/04/2017,12.4,3060.0,,,,Hume City Council,Northern Metropolitan,5070.0
Fawkner,2,h,725000.0,S,Love,29/04/2017,12.4,3060.0,1.0,2.0,606.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,,SP,Ray,29/04/2017,12.4,3060.0,1.0,2.0,585.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,h,668000.0,S,Ray,29/04/2017,12.4,3060.0,1.0,1.0,540.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,2,u,328000.0,SP,Love,29/04/2017,12.4,3060.0,1.0,1.0,0.0,Hume City Council,Northern Metropolitan,5070.0
Fawkner,3,t,543500.0,S,Stockdale,29/04/2017,12.4,3060.0,3.0,3.0,247.0,Hume City Council,Northern Metropolitan,5070.0
Fitzroy North,2,h,,S,Collins,6/05/2017,3.5,3068.0,1.0,1.0,226.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,2,h,1200000.0,S,Jellis,6/05/2017,3.5,3068.0,1.0,0.0,204.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,1,u,330000.0,S,Nelson,6/05/2017,3.5,3068.0,1.0,1.0,0.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,2,h,846000.0,S,Harrington,8/04/2017,3.5,3068.0,1.0,0.0,160.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,2,h,,S,Nelson,8/04/2017,3.5,3068.0,1.0,0.0,176.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,2,h,1345000.0,S,Woodards,8/04/2017,3.5,3068.0,1.0,0.0,176.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,2,h,1802500.0,S,Nelson,8/04/2017,3.5,3068.0,2.0,1.0,182.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,2,h,1520000.0,SP,Nelson,20/05/2017,3.5,3068.0,1.0,0.0,138.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,3,h,1625000.0,S,Nelson,20/05/2017,3.5,3068.0,1.0,0.0,204.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,3,h,2555000.0,S,Collins,20/05/2017,3.5,3068.0,1.0,1.0,340.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,2,u,,PI,Jellis,22/04/2017,3.5,3068.0,1.0,1.0,4296.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,1,u,,PI,YPA,22/04/2017,3.5,3068.0,,,,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,2,h,1055000.0,S,Chambers,29/04/2017,3.5,3068.0,1.0,0.0,192.0,Moreland City Council,Northern Metropolitan,6244.0
Fitzroy North,1,h,950000.0,VB,Collins,29/04/2017,3.5,3068.0,1.0,0.0,138.0,Moreland City Council,Northern Metropolitan,6244.0
Flemington,2,h,1100000.0,SP,Nelson,6/05/2017,4.4,3031.0,1.0,1.0,186.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,3,h,1250000.0,S,McDonald,6/05/2017,4.4,3031.0,2.0,2.0,226.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,2,t,615000.0,S,Edward,6/05/2017,4.4,3031.0,,,,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,2,t,668000.0,S,Nelson,6/05/2017,4.4,3031.0,,,,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,2,h,953000.0,S,Biggin,8/04/2017,4.4,3031.0,1.0,0.0,274.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,1,u,,PI,Rendina,8/04/2017,4.4,3031.0,1.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,2,u,603000.0,S,Nelson,8/04/2017,4.4,3031.0,1.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,3,h,940000.0,S,hockingstuart,8/04/2017,4.4,3031.0,1.0,1.0,320.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,5,h,1550000.0,PI,Nelson,13/05/2017,4.4,3031.0,1.0,1.0,432.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,2,u,500000.0,S,Nelson,13/05/2017,4.4,3031.0,1.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,2,u,450000.0,S,Nelson,13/05/2017,4.4,3031.0,1.0,1.0,0.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,2,u,390000.0,VB,Nelson,22/04/2017,4.4,3031.0,1.0,1.0,472.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,3,h,1205000.0,S,Nelson,22/04/2017,4.4,3031.0,1.0,0.0,251.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,3,h,1085000.0,SP,Nelson,22/04/2017,4.4,3031.0,1.0,1.0,180.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,3,h,,S,Nelson,29/04/2017,4.4,3031.0,2.0,0.0,289.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,2,h,1060000.0,S,Nelson,29/04/2017,4.4,3031.0,1.0,0.0,209.0,Melbourne City Council,Northern Metropolitan,3593.0
Flemington,3,h,917000.0,S,Jellis,29/04/2017,4.4,3031.0,1.0,0.0,143.0,Melbourne City Council,Northern Metropolitan,3593.0
Footscray,2,u,392500.0,PI,Sweeney,6/05/2017,6.4,3011.0,1.0,1.0,1783.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,3,h,1320000.0,SP,Sweeney,6/05/2017,6.4,3011.0,1.0,1.0,482.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,2,u,400000.0,VB,Trimson,6/05/2017,6.4,3011.0,1.0,1.0,,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,3,h,985000.0,S,Sweeney,8/04/2017,6.4,3011.0,,,,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,3,t,803000.0,SP,hockingstuart,8/04/2017,6.4,3011.0,,,,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,2,h,885000.0,S,Jas,8/04/2017,6.4,3011.0,1.0,0.0,267.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,3,h,,SP,Jas,8/04/2017,6.4,3011.0,2.0,2.0,313.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,2,t,485000.0,SP,Biggin,8/04/2017,6.4,3011.0,2.0,1.0,0.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,3,t,760000.0,VB,Jas,8/04/2017,6.4,3011.0,1.0,1.0,219.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,3,h,1375000.0,S,Greg,8/04/2017,6.4,3011.0,2.0,3.0,487.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,3,h,1270000.0,S,Jas,8/04/2017,6.4,3011.0,1.0,1.0,452.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,3,h,871000.0,S,Greg,13/05/2017,6.4,3011.0,1.0,1.0,267.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,4,h,,SP,Biggin,20/05/2017,6.4,3011.0,,,,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,2,u,360000.0,PI,McGrath,20/05/2017,6.4,3011.0,1.0,1.0,761.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,1,u,315000.0,SP,Biggin,20/05/2017,6.4,3011.0,1.0,1.0,0.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,3,h,831000.0,S,Jas,20/05/2017,6.4,3011.0,1.0,0.0,210.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,4,t,961000.0,S,Jellis,22/04/2017,6.4,3011.0,3.0,2.0,,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,2,u,,SN,McGrath,29/04/2017,6.4,3011.0,1.0,1.0,2253.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,2,h,882000.0,SP,Village,29/04/2017,6.4,3011.0,1.0,0.0,172.0,Maribyrnong City Council,Western Metropolitan,7570.0
Footscray,3,h,895000.0,PI,Burnham,29/04/2017,6.4,3011.0,1.0,2.0,272.0,Maribyrnong City Council,Western Metropolitan,7570.0
